N,Key,Bemerkung_Maria,Autor,Jahr,Titel,Zeitschrift,DOI,ID_Studie,Screener,Extracter,Lebensraum,Lebensraum_Details,Biotoptyp,Land,Bundesland,Ort,X,Y,geographische_Genauigkeit_km,Antwortvariable,x_Achse,Hauptgruppe_RoteListen,Untergruppe_RoteListen,Untergruppe_RoteListen_Detail,Anzahl_Arten_Gruppen,Startjahr,Endjahr,Dauer,Anzahl_Jahre,ExperimentObservation,Trend,Massnahme_Schutz,Massnahme_Schutz_andere,Massnahme_Management,Massnahme_Impuls,Notizen,LiteraturRawdata,Studie_in_D,ID,StationID,Antwortvariable_ORIG
10653,vanRiesen2003,NA,"van Riesen J., Dolch D.",2003,"Ergebnisse einel"" Langzeitstudie an einer Reproduktionsgemeinschaft des Braunen Langohrs (Plecotus auritus L., 1758) i n einem Fledermauskastenrevier in Nord-Brandenburg","Nyctalus (N.F.), Band 8(2003), Heft 5, S. 427-435",NA,NA,NA,Anneka,Wald,NA,Nadel(Misch)Wälder und -Forste,Deutschland,Brandenburg,"Landkreis Ostprignitz-Ruppin, Nähe von Krangen",12.91028622,53.00185162,NA,Abundanz,Jahr,Wirbeltiere,Saeuger,NA,1,1993,1998,6,5,Beobachtung,no,NA,NA,NA,NA,NA,Literatur,NA,NA,NA,NA
517,Bussmann2015,NA,"Bußmann, M. & Kraatz, K.",2015,Ergebnisse fünfundzwanzigjähriger Bestandsaufnahmen in Fledermaus-Winterquartieren im Märkischen Kreis,Abhandlungen aus dem Westfälischen Museum für Naturkunde,https://www.lwl.org/wmfn-download/Abhandlungen/Abh_79_2015.pdf,NA,Maria Sporbert,Maria Sporbert,Wald,NA,NA,Deutschland,Nordrhein-Westfalen,"Märkischer Kreis, Nordwesten des Südwestfälischen Berglandes",7.750522296,51.27074786,20,Abundanz,Zeit,Wirbeltiere,Saeuger,Säuger,10,1988,2012,25,25,Beobachtung,positive,NA,NA,NA,NA,NA,Literatur,D,NA,NA,NA
10586,Heise1983,NA,Heise G.,1983,"Ergebnisse sechsjähriger Untersuchungen mittels Fledermauskästen im Kreis Prenzlau, U ckermark","Nyctalus (N.F.), Band 1 (1983), Heft 6, S. 489-503",NA,NA,Maria Sporbert,Anneka,Wald,NA,Nadel(Misch)Wälder und -Forste,Deutschland,Brandenburg,Melzower Forst,13.91309427,53.16624366,NA,Artenzahl,Ort & Jahre,Wirbeltiere,Saeuger,Säugetiere,10,1975,1980,6,5,Beobachtung,no,NA,NA,NSG Melzower Forst,NA,NA,Literatur,D,NA,NA,NA
558,Hemp2022,NA,"Hemp, A. et al.",2022,European Union's Natura 2000 network: an effective tool for nature conservation? The relic pine forests of the Franconian Jura,Biodiversity and Conservation 31:1909–1926,10.1007/s10531-022-02430-9,NA,Konrad Adler,Konrad Adler,Wald,"Kiefernwälder auf Dolomitgestein (Buphthalmo-Pinetum, Natura 2000: Sarmatic steppe pine forests)",Nadel(Misch)Wälder und -Forste,Deutschland,Bayern,gesamtes Gebiet der Nördlichen Frankenalb und Teile der angrenzenden Mittleren Frankenalb,11.72057557,49.68951673,30,Abundanz,Zeit,Pflanzen,Pflanzen,Pflanzen,NA,1990,2020,31,3,Beobachtung,negative,Andere,Natura 2000,NA,NA,"detaillierte Angabe zum Boden im Absatz ""Geology""",Literatur,D,NA,NA,NA
10597,Brockmann2004,NA,"Brockmann, D. et al.",2004,Fledermausmarkierung in Ostdeutschland seit 1990 - Stand und Entwicklung,"Nyctalus (N.F.), Band 9, Heft 3, 197-202",NA,NA,Maria Sporbert,Daniel Petry,Wald,NA,NA,Deutschland,NA,"Ostdeutschland: Brandenbur, Mecklenburg-Vorpommern, Sachsen, Sachsen-Anhalt und Thueringen",12.2989653,52.37585093,NA,Abundanz,NA,Wirbeltiere,Saeuger,Chiroptera/ Fledermaeuse,18,1990,2000,11,10,Beobachtung,positive,NA,NA,NA,NA,"""Die Ergebnisse des zurückliegenden Jahrzehntes zeugen von gewachsenem Leistungsvermögen der Fledermausmarkierung und steigender Effizienz der diesbezüglichen Datenverarbeitung.""",Literatur,D,NA,NA,NA
569,Schmidt2017,NA,"Schmidt, W. et al.",2017,Flora and vegetation of the Lengder Burg in the Gottinger Wald A phytobiodiversity hotspot and its dynamics since the 1950s,Tuexenia 37: 95–125.,10.14471/2017.37.011,NA,Konrad Adler,Konrad Adler,Wald,Carici-Fagetum´mit Kontaktgesellschaften,Laub(Misch)Wälder und -Forste (Laubbaumanteil über 50 Prozent),Deutschland,Niedersachsen,Lengder Burg im südlichen Teil des Göttinger Waldes,10.01666667,51.51666667,NA,Artenzahl,Zeit,Pflanzen,Pflanzen,Pflanzen,NA,1955,2016,62,2,Beobachtung,negative,NA,NA,NA,NA,Angaben zum Boden siehe 2.1,Literatur,D,NA,NA,NA
564,Kudernatsch2019,NA,"Kudernatsch, T. et al.",2019,Forest dynamics in the strict forest reserve Echinger Lohe - findings after four decades of permanent plot research,Tuexenia 39: 101–119,10.14471/2019.39.014,NA,Konrad Adler,Konrad Adler,Wald,"Galio-Carpinetum (FFH 9170, Labkraut-Eichen-Hainbuchenwald)",Laub(Misch)Wälder und -Forste (Laubbaumanteil über 50 Prozent),Deutschland,NA,Naturwaldreservat Echinger Lohe nahe München,11.6417608,48.29873015,2,Artenzahl,Zeit,Pflanzen,Pflanzen,Pflanzen,NA,2003,2017,15,2,Beobachtung,negative,Andere,Naturwaldreservat + NSG Echinger Lohe,"1942 als Naturschutzgebiet, seit 1978 auch als Naturwaldreservat, 2001 Bestandteil von FFH-Gebiet 7735-371",NA,"Angabe zum Boden: mäßig trockene, aber humus- und kalkreiche Pararendzina",Literatur,D,NA,NA,NA
565,Kudernatsch2019,NA,"Kudernatsch, T. et al.",2019,Forest dynamics in the strict forest reserve Echinger Lohe - findings after four decades of permanent plot research,Tuexenia 39: 101–119,10.14471/2019.39.014,NA,Konrad Adler,Konrad Adler,Wald,"Galio-Carpinetum (FFH 9170, Labkraut-Eichen-Hainbuchenwald)",Laub(Misch)Wälder und -Forste (Laubbaumanteil über 50 Prozent),Deutschland,NA,Naturwaldreservat Echinger Lohe nahe München,11.6417608,48.29873015,2,Abundanz,Zeit,Pflanzen,Pflanzen,Pflanzen,NA,2003,2017,15,2,Beobachtung,negative,Andere,Naturwaldreservat + NSG Echinger Lohe,"1942 als Naturschutzgebiet, seit 1978 auch als Naturwaldreservat, 2001 Bestandteil von FFH-Gebiet 7735-371",NA,"Angabe zum Boden: mäßig trockene, aber humus- und kalkreiche Pararendzina",Literatur,D,NA,NA,NA
10650,Dietrich2002,NA,Dietrich H.,2002,Fransenfledermäuse (Myotis lIallereri) in Waldquartieren bei Plön/Holstein*,"Nyctalus (N.F.), Band 8(2002), Heft 4, S. 369-372",NA,NA,NA,Anneka,Wald,NA,Nadel(Misch)Wälder und -Forste,Deutschland,Schleswig-Holstein,"Seeberger Höhle, Plön Holstein",10.42602713,54.22866965,NA,Abundanz,Jahr,Wirbeltiere,Saeuger,NA,6,1969,1999,31,30,Beobachtung,negative to positive,NA,NSG Plön,NA,NA,NA,Literatur,NA,NA,NA,NA
255,Wuttky1982,NA,Wuttky,1982,"Greifvogelbesiedlung des Rakel und Überwinterung des Rotmilans Milvus milvus (L., 1758)",Hercynia,NA,NA,Emilia Schlotfeldt,Emilia Schlotfeldt,Wald,NA,NA,Deutschland,Sachsen-Anhalt,"""Hakelwald""",11.32892208,51.88257035,5,Abundanz,Zeit,Wirbeltiere,Voegel,Vögel,7,1978,1981,4,4,Beobachtung,positive,NA,NA,NA,NA,NA,Literatur,D,NA,NA,NA
256,Wuttky1982,NA,Wuttky,1982,"Greifvogelbesiedlung des Rakel und Überwinterung des Rotmilans Milvus milvus (L., 1758)",Hercynia,NA,NA,Emilia Schlotfeldt,Emilia Schlotfeldt,Wald,NA,NA,Deutschland,Sachsen-Anhalt,"""Hakelwald""",11.32892208,51.88257035,5,Abundanz,Zeit,Wirbeltiere,Voegel,Vögel,1,1959,1981,23,15,Beobachtung,positive,NA,NA,NA,NA,NA,Literatur,D,NA,NA,NA
602,Dierschke2013,NA,"Dierschke, H.",2013,Konstanz und Dynamik in einem artenreichen Kalkbuchenwald. Veränderungen in einem Großtransekt 1981-2011,Tuexenia 33: 49-92,nicht vorhanden,NA,Konrad Adler,Konrad Adler,Wald,"145 Jahre alter, submontaner Kalkbuchenwald (Hordelymo-Fagetum lathyretosum)",Laub(Misch)Wälder und -Forste (Laubbaumanteil über 50 Prozent),Deutschland,Niedersachsen,"Untersuchungsgebiet im Göttinger Wald unweit seiner östlichen Abbruchkante, etwa 8 km östlich von Göttingen",10.029,51.542,5,Abundanz,Zeit,Pflanzen,Pflanzen,Pflanzen,NA,1981,2011,31,4,Beobachtung,negative,NA,NA,NA,NA,"Artikel enthält deutlich mehr Ergebnisse, allerdings fast aussließlich ""Verbreitungs-""/Heatmaps des Untersuchungsgebietes auf denen Deckungsgrade von Arten/Schichten abgetragen sind -> sinnvoll für Analyse?",Literatur,D,NA,NA,NA
10648,Tielsch2001,NA,Tielsch D.-R.,2001,"Langfristige und halbjahresperiodische Untersuchungen in einem Fledermaus-Winterquartier im Uils (Leinebergland, Niedersachsen)","Nyctalus (N.F.), Band 8(2001), Heft 1, S. 65-70",NA,NA,NA,Anneka,Wald,NA,Bauwerke,Deutschland,Niedersachsen,"Leinebergland, Asphaltgrube Hils",9.7,51.93333333,NA,Abundanz,Jahr,Wirbeltiere,Saeuger,NA,5,1991,1999,9,9,Beobachtung,negative to positive,NA,NSG Laubwälder im Hils,NA,NA,NA,Literatur,NA,NA,NA,NA
573,Meyer2021,NA,"Meyer, P. et al",2021,"Limited sink but large storage: Biomass dynamics in naturally developing beech (Fagus sylvatica) and oak (Quercus robur, Quercus petraea) forests of north-western Germany","Journal of Ecology. 2021,109:3602–3616.",10.1111/1365-2745.13740,NA,Konrad Adler,Konrad Adler,Wald,beech (Fagus sylvatica) forest,"Laub(Misch)Wälder und -Forste (Laubbaumanteil über 50 Prozent), Nadel(Misch)Wälder und -Forste",Deutschland,Niedersachsen,"strict forest reserves (SFR) in Lower Saxony, Germany",9.162965134,52.76556373,150,Abundanz,Zeit,Pflanzen,Pflanzen,Pflanzen,NA,1974,2011,38,3,Beobachtung,positive,NA,NA,NA,NA,NA,Literatur,D,NA,NA,NA
330,Meyer2021b,NA,"Meyer, P. et al.",2021,Long-term development of species richness in a central European beech (Fagus sylvatica) forest affected by windthrow-Support for the intermediate disturbance hypothesis?,"Ecology and Evolution. 2021,11:12801–12815.",10.1002/ece3.8028,NA,Konrad Adler,Konrad Adler,Wald,Windwurfflächen in Buchenwald,Laub(Misch)Wälder und -Forste (Laubbaumanteil über 50 Prozent),Deutschland,Hessen,"unbewirtschafteter Windwurfbereich des Naturwaldreservates ""Weiherskopf"" in Südhessen",9.446339487,50.37238727,10,Abundanz,Zeit,Pflanzen,Pflanzen,Pflanzen,5,1990,2013,24,9,Beobachtung,positive to negative,Andere,Naturwaldreservat Weiherskopf,NA,NA,Angabe zum Boden: area of basalt bedrock overlain with loess,Literatur,D,NA,NA,NA
331,Meyer2021b,NA,"Meyer, P. et al.",2021,Long-term development of species richness in a central European beech (Fagus sylvatica) forest affected by windthrow-Support for the intermediate disturbance hypothesis?,"Ecology and Evolution. 2021,11:12801–12815.",10.1002/ece3.8028,NA,Konrad Adler,Konrad Adler,Wald,Windwurfflächen in Buchenwald,Laub(Misch)Wälder und -Forste (Laubbaumanteil über 50 Prozent),Deutschland,Hessen,"unbewirtschafteter Windwurfbereich des Naturwaldreservates ""Weiherskopf"" in Südhessen",9.446339487,50.37238727,10,Artenzahl,Zeit,Wirbellose,Arthropoden,Arthropoden,NA,1991,2000,10,9,Beobachtung,positive to negative,Andere,Naturwaldreservat Weiherskopf,NA,NA,Angabe zum Boden: area of basalt bedrock overlain with loess,Literatur,D,NA,NA,NA
332,Meyer2021b,NA,"Meyer, P. et al.",2021,Long-term development of species richness in a central European beech (Fagus sylvatica) forest affected by windthrow-Support for the intermediate disturbance hypothesis?,"Ecology and Evolution. 2021,11:12801–12815.",10.1002/ece3.8028,NA,Konrad Adler,Konrad Adler,Wald,Windwurfflächen in Buchenwald,Laub(Misch)Wälder und -Forste (Laubbaumanteil über 50 Prozent),Deutschland,Hessen,"unbewirtschafteter Windwurfbereich des Naturwaldreservates ""Weiherskopf"" in Südhessen",9.446339487,50.37238727,10,Artenzahl,Zeit,Pilze_Flechten,Pilze,Pilze,NA,1991,2008,18,16,Beobachtung,positive to negative,Andere,Naturwaldreservat Weiherskopf,NA,NA,Angabe zum Boden: area of basalt bedrock overlain with loess,Literatur,D,NA,NA,NA
333,Meyer2021b,NA,"Meyer, P. et al.",2021,Long-term development of species richness in a central European beech (Fagus sylvatica) forest affected by windthrow-Support for the intermediate disturbance hypothesis?,"Ecology and Evolution. 2021,11:12801–12815.",10.1002/ece3.8028,NA,Konrad Adler,Konrad Adler,Wald,Windwurfflächen in Buchenwald,Laub(Misch)Wälder und -Forste (Laubbaumanteil über 50 Prozent),Deutschland,Hessen,"unbewirtschafteter Windwurfbereich des Naturwaldreservates ""Weiherskopf"" in Südhessen",9.446339487,50.37238727,10,Artenzahl,Zeit,Pflanzen,Pflanzen,Pflanzen,NA,1990,2013,24,9,Beobachtung,positive to negative,Andere,Naturwaldreservat Weiherskopf,NA,NA,Angabe zum Boden: area of basalt bedrock overlain with loess,Literatur,D,NA,NA,NA
334,Meyer2021b,NA,"Meyer, P. et al.",2021,Long-term development of species richness in a central European beech (Fagus sylvatica) forest affected by windthrow-Support for the intermediate disturbance hypothesis?,"Ecology and Evolution. 2021,11:12801–12815.",10.1002/ece3.8028,NA,Konrad Adler,Konrad Adler,Wald,Windwurfflächen in Buchenwald,Laub(Misch)Wälder und -Forste (Laubbaumanteil über 50 Prozent),Deutschland,Hessen,"unbewirtschafteter Windwurfbereich des Naturwaldreservates ""Weiherskopf"" in Südhessen",9.446339487,50.37238727,10,Artenzahl,Zeit,Pflanzen,Pflanzen,Pflanzen,NA,1990,2013,24,9,Beobachtung,positive to negative,Andere,Naturwaldreservat Weiherskopf,NA,NA,Angabe zum Boden: area of basalt bedrock overlain with loess,Literatur,D,NA,NA,NA
335,Meyer2021b,NA,"Meyer, P. et al.",2021,Long-term development of species richness in a central European beech (Fagus sylvatica) forest affected by windthrow-Support for the intermediate disturbance hypothesis?,"Ecology and Evolution. 2021,11:12801–12815.",10.1002/ece3.8028,NA,Konrad Adler,Konrad Adler,Wald,Windwurfflächen in Buchenwald,Laub(Misch)Wälder und -Forste (Laubbaumanteil über 50 Prozent),Deutschland,Hessen,"unbewirtschafteter Windwurfbereich des Naturwaldreservates ""Weiherskopf"" in Südhessen",9.446339487,50.37238727,10,Artenzahl,Zeit,Wirbellose,Arthropoden,Arthropoden,NA,1991,2000,10,9,Beobachtung,no,Andere,Naturwaldreservat Weiherskopf,NA,NA,Angabe zum Boden: area of basalt bedrock overlain with loess,Literatur,D,NA,NA,NA
336,Meyer2021b,NA,"Meyer, P. et al.",2021,Long-term development of species richness in a central European beech (Fagus sylvatica) forest affected by windthrow-Support for the intermediate disturbance hypothesis?,"Ecology and Evolution. 2021,11:12801–12815.",10.1002/ece3.8028,NA,Konrad Adler,Konrad Adler,Wald,Windwurfflächen in Buchenwald,Laub(Misch)Wälder und -Forste (Laubbaumanteil über 50 Prozent),Deutschland,Hessen,"unbewirtschafteter Windwurfbereich des Naturwaldreservates ""Weiherskopf"" in Südhessen",9.446339487,50.37238727,10,Artenzahl,Zeit,Pilze_Flechten,Pilze,Pilze,NA,1991,2008,18,16,Beobachtung,no,Andere,Naturwaldreservat Weiherskopf,NA,NA,Angabe zum Boden: area of basalt bedrock overlain with loess,Literatur,D,NA,NA,NA
337,Meyer2021b,NA,"Meyer, P. et al.",2021,Long-term development of species richness in a central European beech (Fagus sylvatica) forest affected by windthrow-Support for the intermediate disturbance hypothesis?,"Ecology and Evolution. 2021,11:12801–12815.",10.1002/ece3.8028,NA,Konrad Adler,Konrad Adler,Wald,Windwurfflächen in Buchenwald,Laub(Misch)Wälder und -Forste (Laubbaumanteil über 50 Prozent),Deutschland,Hessen,"unbewirtschafteter Windwurfbereich des Naturwaldreservates ""Weiherskopf"" in Südhessen",9.446339487,50.37238727,10,Artenzahl,Zeit,Pflanzen,Pflanzen,Pflanzen,NA,1990,2013,24,9,Beobachtung,no,Andere,Naturwaldreservat Weiherskopf,NA,NA,Angabe zum Boden: area of basalt bedrock overlain with loess,Literatur,D,NA,NA,NA
338,Meyer2021b,NA,"Meyer, P. et al.",2021,Long-term development of species richness in a central European beech (Fagus sylvatica) forest affected by windthrow-Support for the intermediate disturbance hypothesis?,"Ecology and Evolution. 2021,11:12801–12815.",10.1002/ece3.8028,NA,Konrad Adler,Konrad Adler,Wald,Windwurfflächen in Buchenwald,Laub(Misch)Wälder und -Forste (Laubbaumanteil über 50 Prozent),Deutschland,Hessen,"unbewirtschafteter Windwurfbereich des Naturwaldreservates ""Weiherskopf"" in Südhessen",9.446339487,50.37238727,10,Artenzahl,Zeit,Pflanzen,Pflanzen,Pflanzen,NA,1990,2013,24,9,Beobachtung,no,Andere,Naturwaldreservat Weiherskopf,NA,NA,Angabe zum Boden: area of basalt bedrock overlain with loess,Literatur,D,NA,NA,NA
339,Meyer2021b,NA,"Meyer, P. et al.",2021,Long-term development of species richness in a central European beech (Fagus sylvatica) forest affected by windthrow-Support for the intermediate disturbance hypothesis?,"Ecology and Evolution. 2021,11:12801–12815.",10.1002/ece3.8028,NA,Konrad Adler,Konrad Adler,Wald,Windwurfflächen in Buchenwald,Laub(Misch)Wälder und -Forste (Laubbaumanteil über 50 Prozent),Deutschland,Hessen,"unbewirtschafteter Windwurfbereich des Naturwaldreservates ""Weiherskopf"" in Südhessen",9.446339487,50.37238727,10,Artenzahl,Zeit,Wirbellose,Arthropoden,Arthropoden,NA,1991,2000,10,9,Beobachtung,positive to negative,Andere,Naturwaldreservat Weiherskopf,NA,NA,Angabe zum Boden: area of basalt bedrock overlain with loess,Literatur,D,NA,NA,NA
340,Meyer2021b,NA,"Meyer, P. et al.",2021,Long-term development of species richness in a central European beech (Fagus sylvatica) forest affected by windthrow-Support for the intermediate disturbance hypothesis?,"Ecology and Evolution. 2021,11:12801–12815.",10.1002/ece3.8028,NA,Konrad Adler,Konrad Adler,Wald,Windwurfflächen in Buchenwald,Laub(Misch)Wälder und -Forste (Laubbaumanteil über 50 Prozent),Deutschland,Hessen,"unbewirtschafteter Windwurfbereich des Naturwaldreservates ""Weiherskopf"" in Südhessen",9.446339487,50.37238727,10,Artenzahl,Zeit,Pilze_Flechten,Pilze,Pilze,NA,1991,2008,18,16,Beobachtung,positive to negative,Andere,Naturwaldreservat Weiherskopf,NA,NA,Angabe zum Boden: area of basalt bedrock overlain with loess,Literatur,D,NA,NA,NA
341,Meyer2021b,NA,"Meyer, P. et al.",2021,Long-term development of species richness in a central European beech (Fagus sylvatica) forest affected by windthrow-Support for the intermediate disturbance hypothesis?,"Ecology and Evolution. 2021,11:12801–12815.",10.1002/ece3.8028,NA,Konrad Adler,Konrad Adler,Wald,Windwurfflächen in Buchenwald,Laub(Misch)Wälder und -Forste (Laubbaumanteil über 50 Prozent),Deutschland,Hessen,"unbewirtschafteter Windwurfbereich des Naturwaldreservates ""Weiherskopf"" in Südhessen",9.446339487,50.37238727,10,Artenzahl,Zeit,Pflanzen,Pflanzen,Pflanzen,NA,1990,2013,24,9,Beobachtung,positive to negative,Andere,Naturwaldreservat Weiherskopf,NA,NA,Angabe zum Boden: area of basalt bedrock overlain with loess,Literatur,D,NA,NA,NA
342,Meyer2021b,NA,"Meyer, P. et al.",2021,Long-term development of species richness in a central European beech (Fagus sylvatica) forest affected by windthrow-Support for the intermediate disturbance hypothesis?,"Ecology and Evolution. 2021,11:12801–12815.",10.1002/ece3.8028,NA,Konrad Adler,Konrad Adler,Wald,Windwurfflächen in Buchenwald,Laub(Misch)Wälder und -Forste (Laubbaumanteil über 50 Prozent),Deutschland,Hessen,"unbewirtschafteter Windwurfbereich des Naturwaldreservates ""Weiherskopf"" in Südhessen",9.446339487,50.37238727,10,Artenzahl,Zeit,Pflanzen,Pflanzen,Pflanzen,NA,1990,2013,24,9,Beobachtung,positive to negative,Andere,Naturwaldreservat Weiherskopf,NA,NA,Angabe zum Boden: area of basalt bedrock overlain with loess,Literatur,D,NA,NA,NA
467,Gregor2016,NA,"Gregor, T. et al.",2016,Loss of plant species diversity in a rural German region - assessment on basis of a historical herbarium,Tuexenia 36: 191–204,https://www.tuexenia.de/publications/tuexenia/Tuexenia_2016_NS_036_0191-0204.pdf,NA,Maria Sporbert,Maria Sporbert,Wald,"ländlichen Region, Wald, Dörfer, Agrarland",NA,Deutschland,Hessen,"Feldatal, Groß-Felda",9.17235,50.649677,NA,Artenzahl,Zeit,Pflanzen,Pflanzen,Pflanzen,NA,1945,2012,68,2,Beobachtung,negative,NA,NA,NA,NA,NA,Literatur,D,NA,NA,NA
10608,Schmidt2005,NA,"Schmidt, A.",2005,"Nochmals Nachweise der Teichfledermaus (Myotis dasycneme ) im Beeskower Land, O-Brandenburg, darunter der Fund in einem Gewöll der Schleiereule (Tylo alba)","Nyctalus (N.F.), Band 9, Heft 6, 606-610",NA,NA,Maria Sporbert,Daniel Petry,Wald,NA,NA,Deutschland,Brandenburg,Gesamt Brandenburg,13.21625019,52.13140554,NA,Abundanz,NA,Wirbeltiere,Saeuger,Chiroptera/ Fledermaeuse,1,1939,1999,61,5,Beobachtung,positive,NA,NA,NA,NA,"Treiber? Oder Massnahme, da kein DDT mehr verwendet?",Literatur,D,NA,NA,NA
10515,Platen1991,NA,Platen R.,1991,"Ökotoxikologische Untersuchungen im Staatswald Burgholz. - Die Wirkung von Na-PCP auf die Spinnentierfauna (Araneida, Opilionida) mit einer Diskussion über die lndikatoreignung von Spinnentieren für Umweltchemikalien","Jahresberichte des Naturwissenschaftlichen Vereins in Wuppertal 44. Heft, Seite 115 – 132",NA,NA,Maria Sporbert,Anneka,Wald,NA,Nadel(Misch)Wälder und -Forste,Deutschland,Nordrhein-Westfalen,Staatswald Burgholz in Solingen (Bergisches Land),7.115176,51.223182,5,Abundanz,Jahre,Wirbellose,Arthropoden,Arthropoden,NA,1983,1986,4,3,Beobachtung,no,NA,NA,NA,NA,NA,Literatur,D,NA,NA,NA
10516,Platen1991,NA,Platen R.,1991,"Ökotoxikologische Untersuchungen im Staatswald Burgholz. - Die Wirkung von Na-PCP auf die Spinnentierfauna (Araneida, Opilionida) mit einer Diskussion über die lndikatoreignung von Spinnentieren für Umweltchemikalien","Jahresberichte des Naturwissenschaftlichen Vereins in Wuppertal 444. Heft, Seite 115 – 132",NA,NA,Maria Sporbert,Anneka,Wald,NA,Nadel(Misch)Wälder und -Forste,Deutschland,Nordrhein-Westfalen,Staatswald Burgholz in Solingen (Bergisches Land),7.115176,51.223182,5,Abundanz,Jahre,Wirbellose,Arthropoden,Arthropoden,NA,1983,1986,4,3,Beobachtung,no,NA,NA,NA,NA,NA,Literatur,D,NA,NA,NA
284,Nickel2017,NA,"Nickel, U.T., et al.",2018,Quantitative losses vs. qualitative stability of ectomycorrhizal community responses to 3 years of experimental summer drought in a beech-spruce forest,Global Change Biology,10.1111/gcb.13957,NA,Ludwig/Jana,Ludwig Lettenmaier,Wald,Buchen-Fichten-Wald,"Laub(Misch)Wälder und -Forste (Laubbaumanteil über 50 Prozent), Nadel(Misch)Wälder und -Forste",Deutschland,Bayern,"München, Kranzberg Forst",11.66166667,48.42,NA,Abundanz,"Trockenheit (Zeit), Baumart, Kompetetive Situation, Erdtiefe",Pilze_Flechten,Pilze,Pilze,NA,2013,2016,4,4,Experiment,negative,NA,NA,NA,NA,Keine Relevanz für Metaanalyse,Literatur,D,NA,NA,NA
10401,König2011,NA,"König H., W.",2011,"Rückgang der Rauhhautfledermaus {Pipistrellus nathusii) in Durchzugsgebieten am Nördlichen Oberrhein (Bundesrepublik Deutschland, Rheinland-Pfalz)","Nyctalus (N.F.), Berlin 16 (2011), Heft 1-2, S. 58-66",NA,NA,Maria Sporbert,Anneka Bücher,Wald,NA,Nadel(Misch)Wälder und -Forste,Deutschland,Rheinland-Pfalz,"Otterstadt, Lingenfeld",8.394923804,49.25329412,NA,Abundanz,Zeit,Wirbeltiere,Saeuger,Säuger,1,2003,2010,8,4,Beobachtung,negative,Andere,NA,Nistkastennutzung,NA,NA,Literatur,D,NA,NA,NA
10517,Kolbe1992,NA,Kolbe W.,1992,"Rüsselkäfer (Coleoptera, Curculionidae) in 2 ausgewählten Forstbiotopen Ergebnisse aus dem Burgholz Projekt 1978 bia 1990","Jahresberichte des Naturwissenschaftlichen Vereins in Wuppertal 45. Heft, Seite 24-29",NA,NA,Maria Sporbert,Anneka,Wald,NA,Nadel(Misch)Wälder und -Forste,Deutschland,Nordrhein-Westfalen,Staatswald Burgholz in Solingen (Bergisches Land),7.115176,51.223182,5,Abundanz,Monate,Wirbellose,Arthropoden,Arthropoden,NA,1983,1990,8,6,Beobachtung,positive,NA,NA,NA,NA,NA,Literatur,D,NA,NA,NA
