N,Key,Bemerkung_Maria,Autor,Jahr,Titel,Zeitschrift,DOI,Name_pdf,ID_Studie,Screener,Extracter,Lebensraum,Lebensraum_Details,Biotoptyp,Land,Bundesland,Ort,ZUS,Grossregion,X,Y,geographische_Genauigkeit_km,Breitengrad_Laengengrad,Boden,Antwortvariable,Antwortvariable_andere,Antwortvariable_Einheit,x_Achse,Hauptgruppe_RoteListen,Untergruppe_RoteListen,Untergruppe_RoteListen_Detail,Untergruppe_Andere,Artname_deutsch,Artname_wissensch,Anzahl_Arten_Gruppen,Startjahr,Endjahr,Dauer,Anzahl_beprobte_Jahre,Methode,ExperimentObservation,Trend,Trend_Info,Potential_Metaanalyse,Beschreibung_Potential,Direkte Treiber,Haupttreiber_1,Haupttreiber_2,Nebentreiber_1,Nebentreiber_2,Direkter Treiber_Details,Maßnahme_Schutzgebiet,Maßnahme_Schutzgebiet_Andere,Maßnahme_Managementmaßnahme,Maßnahme_Impulsmaßnahmen,Notizen,Notizen_Maria,LiteraturRawdata,Studie_in_D,Untergruppe_RoteListen_ORIG,KIBA_D_change
214,Schmidt2012,non_Sys,Schmidt,2012,"13 Jahre nach dem Sturm - Vegetationsentwicklung im Buchen-Naturwald ""Königsbuche"" (südwestliches Harzvorland, Niedersachsen)",Hercynia,,Schmidt_2012.pdf,,Emilia Schlotfeldt,Emilia Schlotfeldt,Wald,"Naturwald ""Königsbuche""",,Deutschland,Niedersachsen,Rotenberg,D36,,1036671758,515831002,20,,,Abundanz,,,Zeit,Pflanzen,Pflanzen,Pflanzen,"Bäume, Kraut- und Strauchschicht",,,>20,1998,2010,12,2,"floristische Aufnahmen, Trennung von Strauch- und Baumschicht, Deckunsgrad, Nomenklatur nach Wisskirchen und Haeupler",Beobachtung,positive,,hoch,"Tab. 1 Vegetationsveränderung für Vegetationsaufnahmen an den Gitternetzpunkten (n = 34) im Naturwald Königsbu-




che. Angegeben sind die Mittelwerte in den Störungsvarianten Bestand, Lücke und Flächenwurf für die Jahre




1998 und 2010, Tab. 2 Vegetationsverä",Veränderung der Struktur der Landschaft,Veränderung der Struktur der Landschaft,,,,"Sukzession und Regeneration gestörter Buchenwälder an Störungsgradient nach Orkan (ungestörte Bereichen- kleinere Lücken bis - flächig geworfenen Bereiche), Licht bestimmender Umweltfaktor, allg. Mikroklima entscheidend für Unterschiede, Einfluss Verbiss",,,,,,,Literatur,D,Farn- und Blütenpflanzen,
215,Schmidt2012,non_Sys,Schmidt,2012,"13 Jahre nach dem Sturm - Vegetationsentwicklung im Buchen-Naturwald ""Königsbuche"" (südwestliches Harzvorland, Niedersachsen)",Hercynia,,Schmidt_2012.pdf,,Emilia Schlotfeldt,Emilia Schlotfeldt,Wald,"Naturwald ""Königsbuche""",,Deutschland,Niedersachsen,Rotenberg,D36,,1036671758,515831002,20,,,Abundanz,,,Zeit,Pflanzen,Moose,Moose,,,,>20,1998,2010,12,2,"floristische Aufnahmen, Trennung von Strauch- und Baumschicht, Deckunsgrad, Nomenklatur nach Wisskirchen und Haeupler",Beobachtung,positive,,hoch,"Tab. 1 Vegetationsveränderung für Vegetationsaufnahmen an den Gitternetzpunkten (n = 34) im Naturwald Königsbu-




che. Angegeben sind die Mittelwerte in den Störungsvarianten Bestand, Lücke und Flächenwurf für die Jahre




1998 und 2010, Tab. 2 Vegetationsverä",Veränderung der Struktur der Landschaft,Veränderung der Struktur der Landschaft,,,,"Sukzession und Regeneration gestörter Buchenwälder an Störungsgradient nach Orkan (ungestörte Bereichen- kleinere Lücken bis - flächig geworfenen Bereiche), Licht bestimmender Umweltfaktor, allg. Mikroklima entscheidend für Unterschiede, Einfluss Verbiss",,,,,,,Literatur,D,Moose,
216,Schmidt2012,non_Sys,Schmidt,2012,"13 Jahre nach dem Sturm - Vegetationsentwicklung im Buchen-Naturwald ""Königsbuche"" (südwestliches Harzvorland, Niedersachsen)",Hercynia,,Schmidt_2012.pdf,,Emilia Schlotfeldt,Emilia Schlotfeldt,Wald,"Naturwald ""Königsbuche""",,Deutschland,Niedersachsen,Rotenberg,D36,,1036671758,515831002,20,,,Artenzahl,,,Zeit,Pflanzen,Pflanzen,Pflanzen,"Bäume, Kraut- und Strauchschicht",,,>20,1998,2010,12,2,"floristische Aufnahmen, Trennung von Strauch- und Baumschicht, Deckunsgrad, Nomenklatur nach Wisskirchen und Haeupler",Beobachtung,positive,,hoch,"Abb.3 Mittlere Artenzahl, Shannon-Wiener-Index und Evenness (± Standardfehler) der Strauch- und Krautschicht




(kumuliert) der Aufnahmejahre 1998 und 2010 in den Störungsvarianten Bestand (B), Lücke (L) und Flächen-




wurf (F) sowie aller Aufnahmeflächen (Ge)",Veränderung der Struktur der Landschaft,Veränderung der Struktur der Landschaft,,,,"Sukzession und Regeneration gestörter Buchenwälder an Störungsgradient nach Orkan (ungestörte Bereichen- kleinere Lücken bis - flächig geworfenen Bereiche), Licht bestimmender Umweltfaktor, allg. Mikroklima entscheidend für Unterschiede, Einfluss Verbiss",,,,,,,Literatur,D,Farn- und Blütenpflanzen,
217,Schmidt2012,non_Sys,Schmidt,2012,"13 Jahre nach dem Sturm - Vegetationsentwicklung im Buchen-Naturwald ""Königsbuche"" (südwestliches Harzvorland, Niedersachsen)",Hercynia,,Schmidt_2012.pdf,,Emilia Schlotfeldt,Emilia Schlotfeldt,Wald,"Naturwald ""Königsbuche""",,Deutschland,Niedersachsen,Rotenberg,D36,,1036671758,515831002,20,,,ENS,,,Zeit,Pflanzen,Pflanzen,Pflanzen,"Bäume, Kraut- und Strauchschicht",,,>20,1998,2010,12,2,"floristische Aufnahmen, Trennung von Strauch- und Baumschicht, Deckunsgrad, Nomenklatur nach Wisskirchen und Haeupler",Beobachtung,positive,,hoch,"Abb.3 Mittlere Artenzahl, Shannon-Wiener-Index und Evenness (± Standardfehler) der Strauch- und Krautschicht




(kumuliert) der Aufnahmejahre 1998 und 2010 in den Störungsvarianten Bestand (B), Lücke (L) und Flächen-




wurf (F) sowie aller Aufnahmeflächen (Ge)",Veränderung der Struktur der Landschaft,Veränderung der Struktur der Landschaft,,,,"Sukzession und Regeneration gestörter Buchenwälder an Störungsgradient nach Orkan (ungestörte Bereichen- kleinere Lücken bis - flächig geworfenen Bereiche), Licht bestimmender Umweltfaktor, allg. Mikroklima entscheidend für Unterschiede, Einfluss Verbiss",,,,,,,Literatur,D,Farn- und Blütenpflanzen,
218,Schmidt2012,non_Sys,Schmidt,2012,"13 Jahre nach dem Sturm - Vegetationsentwicklung im Buchen-Naturwald ""Königsbuche"" (südwestliches Harzvorland, Niedersachsen)",Hercynia,,Schmidt_2012.pdf,,Emilia Schlotfeldt,Emilia Schlotfeldt,Wald,"Naturwald ""Königsbuche""",,Deutschland,Niedersachsen,Rotenberg,D36,,1036671758,515831002,20,,,ENS,,,Zeit,Pflanzen,Pflanzen,Pflanzen,"Bäume, Kraut- und Strauchschicht",,,>20,1998,2010,12,2,"floristische Aufnahmen, Trennung von Strauch- und Baumschicht, Deckunsgrad, Nomenklatur nach Wisskirchen und Haeupler",Beobachtung,positive,,hoch,"Abb.3 Mittlere Artenzahl, Shannon-Wiener-Index und Evenness (± Standardfehler) der Strauch- und Krautschicht




(kumuliert) der Aufnahmejahre 1998 und 2010 in den Störungsvarianten Bestand (B), Lücke (L) und Flächen-




wurf (F) sowie aller Aufnahmeflächen (Ge)",Veränderung der Struktur der Landschaft,Veränderung der Struktur der Landschaft,,,,"Sukzession und Regeneration gestörter Buchenwälder an Störungsgradient nach Orkan (ungestörte Bereichen- kleinere Lücken bis - flächig geworfenen Bereiche), Licht bestimmender Umweltfaktor, allg. Mikroklima entscheidend für Unterschiede, Einfluss Verbiss",,,,,,,Literatur,D,Farn- und Blütenpflanzen,
222,Fischer2009,non_Sys,Fischer,2009,Vegetationsdynamik in Buchen-Naturwäldern. Ein Vergleich aus Süd-Niedersachsen.,Hercynia,,Fischer_2009.pdf,,Emilia Schlotfeldt,Emilia Schlotfeldt,Wald,"Naturwald ""Totenberg""",,Deutschland,Niedersachsen,Bramwald,D36,,964867787,5149790115,5,,,Artenzahl,,,Zeit,Pflanzen,Pflanzen,Pflanzen,"Bäume, Sträucher, Kräuter",,,Antwortvariable,1994,2007,13,2,"Vegetationsaufnahmen, Florendynamik, Aufnahem Zeigerwerte",Beobachtung,negative,,hoch,Abb. 3 Zeitliche Veränderung der Artenzahlen in der Krautschicht in den 1 ha- und den Randfeldern.,Veränderte Land-/Meeresnutzung,Veränderte Land-/Meeresnutzung,,,,"Nutzungsaufgabe 1989 (Erstaufnahme), fehlende forstliche Nutzung, vermindert Habitatheterogenität und Ressourcenverfügbarkeit, Abnahme Deckung Krautschicht, Zunahme Baum- und Strauchschicht, Abnahme Zeigerwert Licht",,,,,,,Literatur,D,Farn- und Blütenpflanzen,
223,Fischer2009,non_Sys,Fischer,2009,Vegetationsdynamik in Buchen-Naturwäldern. Ein Vergleich aus Süd-Niedersachsen.,Hercynia,,Fischer_2009.pdf,,Emilia Schlotfeldt,Emilia Schlotfeldt,Wald,"Naturwald ""Totenberg""",,Deutschland,Niedersachsen,Bramwald,D36,,964867787,5149790115,5,,,Abundanz,,,Zeit,Pflanzen,Pflanzen,Pflanzen,Bäume,,,>20,1994,2007,13,2,"Vegetationsaufnahmen, Florendynamik, Aufnahem Zeigerwerte",Beobachtung,positive,,hoch,"Abb. 5 Veränderungen der Deckungsgrade der Aufnahmeschichten an den Gitternetzpunkten, Tab. 2 Vegetationsveränderung auf Artebene an den Gitternetzpunkten (n = 78).",Veränderte Land-/Meeresnutzung,Veränderte Land-/Meeresnutzung,,,,"Nutzungsaufgabe 1989 (Erstaufnahme), fehlende forstliche Nutzung, vermindert Habitatheterogenität und Ressourcenverfügbarkeit, Abnahme Deckung Krautschicht, Zunahme Baum- und Strauchschicht, Abnahme Zeigerwert Licht",,,,,,,Literatur,D,Farn- und Blütenpflanzen,
224,Fischer2009,non_Sys,Fischer,2009,Vegetationsdynamik in Buchen-Naturwäldern. Ein Vergleich aus Süd-Niedersachsen.,Hercynia,,Fischer_2009.pdf,,Emilia Schlotfeldt,Emilia Schlotfeldt,Wald,"Naturwald ""Totenberg""",,Deutschland,Niedersachsen,Bramwald,D36,,964867787,5149790115,5,,,Abundanz,,,Zeit,Pflanzen,Pflanzen,Pflanzen,Sträucher/Strauchschicht,,,>20,1994,2007,13,2,"Vegetationsaufnahmen, Florendynamik, Aufnahem Zeigerwerte",Beobachtung,positive,,hoch,"Abb. 5 Veränderungen der Deckungsgrade der Aufnahmeschichten an den Gitternetzpunkten, Tab. 2 Vegetationsveränderung auf Artebene an den Gitternetzpunkten (n = 78).",Veränderte Land-/Meeresnutzung,Veränderte Land-/Meeresnutzung,,,,"Nutzungsaufgabe 1989 (Erstaufnahme), fehlende forstliche Nutzung, vermindert Habitatheterogenität und Ressourcenverfügbarkeit, Abnahme Deckung Krautschicht, Zunahme Baum- und Strauchschicht, Abnahme Zeigerwert Licht",,,,,,,Literatur,D,Farn- und Blütenpflanzen,
225,Fischer2009,non_Sys,Fischer,2009,Vegetationsdynamik in Buchen-Naturwäldern. Ein Vergleich aus Süd-Niedersachsen.,Hercynia,,Fischer_2009.pdf,,Emilia Schlotfeldt,Emilia Schlotfeldt,Wald,"Naturwald ""Totenberg""",,Deutschland,Niedersachsen,Bramwald,D36,,964867787,5149790115,5,,,Abundanz,,,Zeit,Pflanzen,Pflanzen,Pflanzen,Kräuter/Krautschicht,,,>20,1994,2007,13,2,"Vegetationsaufnahmen, Florendynamik, Aufnahem Zeigerwerte",Beobachtung,negative,,hoch,"Abb. 5 Veränderungen der Deckungsgrade der Aufnahmeschichten an den Gitternetzpunkten, Abb. 6 Veränderungen der Artenzahlen in der Krautschicht an den Gitternetzpunkten, Tab. 2 Vegetationsveränderung auf Artebene an den Gitternetzpunkten (n = 78).",Veränderte Land-/Meeresnutzung,Veränderte Land-/Meeresnutzung,,,,"Nutzungsaufgabe 1989 (Erstaufnahme), fehlende forstliche Nutzung, vermindert Habitatheterogenität und Ressourcenverfügbarkeit, Abnahme Deckung Krautschicht, Zunahme Baum- und Strauchschicht, Abnahme Zeigerwert Licht",,,,,,,Literatur,D,Farn- und Blütenpflanzen,
237,Jentzsch2004,non_Sys,Jentzsch,2004,"Zur Verbreitung der Haselmaus (Muscardinus avellanarius L innaeus, 1758) in Sachsen-Anhalt",Hercynia,,Jentzsch_2004.pdf,,Emilia Schlotfeldt,Emilia Schlotfeldt,Wald,,,Deutschland,Sachsen-Anhalt,Harz,D37,,1066316,5174021517,50,,,Abundanz,,,Zeit,Wirbeltiere,Säuger,Säuger,,Haselmaus,"Muscardinus avellanarius L innaeus, 1758",1,1920,1988,68,3,"Besetzte MTBQs, weiterhin Gewöllanalysen, Nistkasten-Erfassungen, Präparat-Fundus des zoologischen Instituts der Martin-Luther-Universität Halle-Wittenberg, Publikationen",Beobachtung,negative,,gering,"Abb 1 Vorkommen der Haselmaus in Sachsen-Anhalt nach Messtischblatt-Quadranten vor 1920, 1920 bis 1979,




ab 1988",Andere direkte Treiber,Andere direkte Treiber,,,,keine Angaben,,,,,,,Literatur,D,Säugetiere,corrected
245,Ahrns1998,non_Sys,Ahrns,1998,"Vegetationsdynamik und Florenwandel im ehemaligen mitteldeutschen Waldschutzgebiet ""Hainich"" im Interv~ll1963 - 1995",Hercynia,,Ahrns_1998.pdf,,Emilia Schlotfeldt,Emilia Schlotfeldt,Wald,,,Deutschland,Thüringen,"NSG ""Hainich""",D18,,1038193807,5109777266,10,,,Abundanz,,,Zeit,Pflanzen,Pflanzen,Pflanzen,Bäume,,,>20,1963,1995,32,2,Vegetationsaufnahmen nach Hofmann 1963 und Braun-Blanquet 1995,Beobachtung,positive,,gering,"Tabelle 2 Eckdaten zu den Vegetationserhebungen, Abb. 4 Tendenzieller Vegetationswandel am Beispiel ausgewählter Sippen mit markanten Häufigkeitsver-




änderungen",Veränderte Land-/Meeresnutzung,Veränderte Land-/Meeresnutzung,,,,"Änderung Waldbinnenklimas, Florenwandel, ungüstigere Lichtverhältnisse, leicht versauuerte Oberböden, nährstoffreiches Substrat, Wildeinflüsse, Forstwirtschaftliche Einflüsse, Maßnahmen: Pflege nach ökologisch orientierten Waldbaus, Minimierung Vergrößeru",Andere,NSG Hainich,,,,,Literatur,D,Farn- und Blütenpflanzen,
246,Ahrns1998,non_Sys,Ahrns,1998,"Vegetationsdynamik und Florenwandel im ehemaligen mitteldeutschen Waldschutzgebiet ""Hainich"" im Interv~ll1963 - 1996",Hercynia,,Ahrns_1998.pdf,,Emilia Schlotfeldt,Emilia Schlotfeldt,Wald,,,Deutschland,Thüringen,"NSG ""Hainich""",D18,,1038193807,5109777266,10,,,Abundanz,,,Zeit,Pflanzen,Pflanzen,Pflanzen,Sträucher/Strauchschicht,,,>20,1963,1995,32,2,Vegetationsaufnahmen nach Hofmann 1963 und Braun-Blanquet 1996,Beobachtung,positive,,gering,"Tabelle 2 Eckdaten zu den Vegetationserhebungen, Abb. 4 Tendenzieller Vegetationswandel am Beispiel ausgewählter Sippen mit markanten Häufigkeitsver-




änderungen",Veränderte Land-/Meeresnutzung,Veränderte Land-/Meeresnutzung,,,,"Änderung Waldbinnenklimas, Florenwandel, ungüstigere Lichtverhältnisse, leicht versauuerte Oberböden, nährstoffreiches Substrat, Wildeinflüsse, Forstwirtschaftliche Einflüsse, Maßnahmen: Pflege nach ökologisch orientierten Waldbaus, Minimierung Vergrößeru",Andere,NSG Hainich,,,,,Literatur,D,Farn- und Blütenpflanzen,
247,Ahrns1998,non_Sys,Ahrns,1998,"Vegetationsdynamik und Florenwandel im ehemaligen mitteldeutschen Waldschutzgebiet ""Hainich"" im Interv~ll1963 - 1997",Hercynia,,Ahrns_1998.pdf,,Emilia Schlotfeldt,Emilia Schlotfeldt,Wald,,,Deutschland,Thüringen,"NSG ""Hainich""",D18,,1038193807,5109777266,10,,,Abundanz,,,Zeit,Pflanzen,Pflanzen,Pflanzen,Kräuter/Krautschicht,,,>20,1963,1995,32,2,Vegetationsaufnahmen nach Hofmann 1963 und Braun-Blanquet 1997,Beobachtung,negative,,gering,"Tabelle 2 Eckdaten zu den Vegetationserhebungen, Abb. 4 Tendenzieller Vegetationswandel am Beispiel ausgewählter Sippen mit markanten Häufigkeitsver-




änderungen",Veränderte Land-/Meeresnutzung,Veränderte Land-/Meeresnutzung,,,,"Änderung Waldbinnenklimas, Florenwandel, ungüstigere Lichtverhältnisse, leicht versauuerte Oberböden, nährstoffreiches Substrat, Wildeinflüsse, Forstwirtschaftliche Einflüsse, Maßnahmen: Pflege nach ökologisch orientierten Waldbaus, Minimierung Vergrößeru",Andere,NSG Hainich,,,,,Literatur,D,Farn- und Blütenpflanzen,
247,Ahrns1998,non_Sys,Ahrns,1998,"Vegetationsdynamik und Florenwandel im ehemaligen mitteldeutschen Waldschutzgebiet ""Hainich"" im Interv~ll1963 - 1997",Hercynia,,Ahrns_1998.pdf,,Emilia Schlotfeldt,Emilia Schlotfeldt,Wald,,,Deutschland,Thüringen,"NSG ""Hainich""",D18,,1038193807,5109777266,10,,,Artenzahl,,,Zeit,Pflanzen,Pflanzen,Pflanzen,Sippen Kräuter/Krautschicht,,,Antwortvariable,1963,1995,32,2,Vegetationsaufnahmen nach Hofmann 1963 und Braun-Blanquet 1997,Beobachtung,positive,,gering,"Tabelle 2 Eckdaten zu den Vegetationserhebungen, Abb. 4 Tendenzieller Vegetationswandel am Beispiel ausgewählter Sippen mit markanten Häufigkeitsver-




änderungen",Veränderte Land-/Meeresnutzung,Veränderte Land-/Meeresnutzung,,,,"Änderung Waldbinnenklimas, Florenwandel, ungüstigere Lichtverhältnisse, leicht versauuerte Oberböden, nährstoffreiches Substrat, Wildeinflüsse, Forstwirtschaftliche Einflüsse, Maßnahmen: Pflege nach ökologisch orientierten Waldbaus, Minimierung Vergrößeru",Andere,NSG Hainich,,,,,Literatur,D,Farn- und Blütenpflanzen,corrected
248,Westhus1990,non_Sys,Westhus,1990,Zum  Florenwandel und Florenschutz in waldbestockten Naturschutzgebieten Thüringens,Hercynia,,Westhus_1990.pdf,,Emilia Schlotfeldt,Emilia Schlotfeldt,Wald,,,Deutschland,Thüringen,"Sömmerda, Arnstadt",D18,,1112024382,5116195891,10,,,ENS,,,Zeit,Pflanzen,Pflanzen,Pflanzen,Bäume,,,"Antwortvariable Wechselfeuchte- bzw. Wechsel-




trockenheitszeigern (-). Shannon-Index (H') und Evenness, Rückgang und Ursache einzelner Arten",1964,1985,21,2,Zusammenführung von Vegetationsaufnahmen,Beobachtung,negative,negativ (Rückgang lichtliebender Baumarten),gering,"Tabelle 1. Mittlere Faktorenzahlen, prozentualer Anteil von Wechselfeuchte- bzw. Wechsel-




trockenheitszeigern (-). Shannon-Index (H') und Evenness (E) der Vegetation einer Dauer-




fläche im NSG .. Gottesholz"" 1964 und 1985","Veränderte Land-/Meeresnutzung, Verschmutzung, Veränderung der Struktur der Landschaft",Veränderte Land-/Meeresnutzung,Verschmutzung,Veränderung der Struktur der Landschaft,,"Krankheiten und Umweltbelastungen, Nutzungswandel lichtliebende Baumarten, Maßnahmen: Wiedereinführung Niederwald, Auflichtungen für lichtbedürftige Arten, Schutzausweisung, Verringerung Wildeinflusses, indirekter Nährstoffeintrag verringern durch Entnahm",,,,,,,Literatur,D,Farn- und Blütenpflanzen,
249,Westhus1990,non_Sys,Westhus,1990,Zum  Florenwandel und Florenschutz in waldbestockten Naturschutzgebieten Thüringens,Hercynia,,Westhus_1990.pdf,,Emilia Schlotfeldt,Emilia Schlotfeldt,Wald,,,Deutschland,Thüringen,"Sömmerda, Arnstadt",D18,,1112024382,5116195891,10,,,ENS,,,Zeit,Pflanzen,Pflanzen,Pflanzen,Bäume,,,"Antwortvariable Wechselfeuchte- bzw. Wechsel-




trockenheitszeigern (-). Shannon-Index (H') und Evenness, Rückgang und Ursache einzelner Arten",1964,1985,21,2,Zusammenführung von Vegetationsaufnahmen,Beobachtung,negative,negativ (Rückgang lichtliebender Baumarten),gering,"Tabelle 1. Mittlere Faktorenzahlen, prozentualer Anteil von Wechselfeuchte- bzw. Wechsel-




trockenheitszeigern (-). Shannon-Index (H') und Evenness (E) der Vegetation einer Dauer-




fläche im NSG .. Gottesholz"" 1964 und 1985","Veränderte Land-/Meeresnutzung, Verschmutzung, Veränderung der Struktur der Landschaft",Veränderte Land-/Meeresnutzung,Verschmutzung,Veränderung der Struktur der Landschaft,,"Krankheiten und Umweltbelastungen, Nutzungswandel lichtliebende Baumarten, Maßnahmen: Wiedereinführung Niederwald, Auflichtungen für lichtbedürftige Arten, Schutzausweisung, Verringerung Wildeinflusses, indirekter Nährstoffeintrag verringern durch Entnahm",,,,,,,Literatur,D,Farn- und Blütenpflanzen,
250,Butzeck1988,non_Sys,Butzeck,1988,Beiträge zur Geschiehte der Säugetierfauna  der DDR Teil 2: Der Luchs  (Lynx  Lyttx  Linnö 17581,Hercynia,,Butzeck_1988.pdf,,Emilia Schlotfeldt,Emilia Schlotfeldt,Wald,,,Deutschland,,ehemalige DDR-Gebiete,,,12832,52253,200,,,Abundanz,,,Zeit,Wirbeltiere,Säuger,Säuger,,Luchs,"Lynx lynx, L. 1758",1,1983,1984,1,2,"Vorkommenskarten, Zusammenfassung von Nachweisen und Bestandsberichten in Literatur, Sichtungen",Beobachtung,negative to positive,,gering,Vorkommenskarten,"Veränderung der Struktur der Landschaft, Direkte Ressourcenentnahme",Veränderung der Struktur der Landschaft,Direkte Ressourcenentnahme,,,"Lebensraumwandel, Arealzersplitterung, Bejagung",,,,,,,Literatur,D,Säugetiere,
255,Wuttky1982,non_Sys,Wuttky,1982,"Greifvogelbesiedlung des Rakel und Überwinterung des Rotmilans  Milvus  milvus (L., 1758)",Hercynia,,Wuttky_1982.pdf,,Emilia Schlotfeldt,Emilia Schlotfeldt,Wald,,,Deutschland,Sachsen-Anhalt,"""Hakelwald""",D20,,1132892208,5188257035,5,,,Abundanz,,,Zeit,Wirbeltiere,Vögel,Vögel,,,,7,1978,1981,3,4,Beobachtungsaufzeichnungen,Beobachtung,positive,,gering,Tabelle 1: Anzahl Brutpaare,,,,,,"optimale Lebensbedingungen für Greifvögel, trotz erheblicher Depression einiger Hauptbeutetiere keine Verringerung der Population in letzten zwanzig Jahren",,,,,,,Literatur,D,Vögel,
256,Wuttky1982,non_Sys,Wuttky,1982,"Greifvogelbesiedlung des Rakel und Überwinterung des Rotmilans  Milvus  milvus (L., 1758)",Hercynia,,Wuttky_1982.pdf,,Emilia Schlotfeldt,Emilia Schlotfeldt,Wald,,,Deutschland,Sachsen-Anhalt,"""Hakelwald""",D20,,1132892208,5188257035,5,,,Abundanz,,,Zeit,Wirbeltiere,Vögel,Vögel,,Rotmilan,"Milvus milvus, L. 1758",1,1959,1981,22,15,Beobachtungsaufzeichnungen,Beobachtung,positive,,gering,Tabelle 2: Beobachtung Rotmilan im Hakel,,,,,,"optimale Lebensbedingungen für Greifvögel, trotz erheblicher Depression einiger Hauptbeutetiere keine Verringerung der Population in letzten zwanzig Jahren",,,,,,,Literatur,D,Vögel,
257,Steinmetzger1980,non_Sys,Steinmetzger,1980,Verteilungsmuster und Phänologie von Stapbylinidae (Coleoptera-lnsecta) in einem Transekt unterschiedlich immissionsbelasteter Kiefernforste der  Dübener Heide,Hercynia,,Steinmetzger_1980.pdf,,Emilia Schlotfeldt,Emilia Schlotfeldt,Wald,Kiefernforst,,Deutschland,Sachsen-Anhalt,Dübener Heide,D10,,1262159851,5169446766,20,,,Abundanz,,,Zeit,Wirbellose,Arthropoden,Arthropoden,,,,Antwortvariable Individuen,1976,1978,2,3,"Fang mittels Bodeneinsatzfallen (12 Standorte, je 4 Fallen, Mai bis Oktober, ab 1977 Fallenzahl auf 8 erhöht und Erfassung von Mai bis November, mit 4% Formalin, 14-tägige Leerung), Kescher, Bodenekletoren, Biozönometer",Beobachtung,no,viel Schwankungen zwischen Monaten/Jahren,gering,Abb. 5 Gesamtfang über Jahre,"Verschmutzung, Veränderung der Struktur der Landschaft",Verschmutzung,Veränderung der Struktur der Landschaft,,,"anthropogener Faktor führt zu Elimination, Depression, Indifferenz, starke Förderung von Arten, Immissionseinfluss, pH-Wert Veränderung durch Staubimmission Abpufferung z.T. über Neutralbereich hinaus, Auflichtung der Baumbestände, Neutralisierung und Auf",,,,,,,Literatur,D,Kurzflügler,
259,4AEVK2JE,non_Sys,Schönfeld,1977,"Beiträge zur Populationsdynamik der Schleiereule, Tyto alba",Hercynia,,Schönfeld_1977.pdf,,Emilia Schlotfeldt,Emilia Schlotfeldt,Wald,,,Deutschland,Sachsen-Anhalt,Burgenlandkreis,D18,,1174590154,5114220585,20,,,Abundanz,,,Zeit,Wirbeltiere,Vögel,Vögel,,Schleiereule,Tryto alba,1,1968,1974,6,7,"faunistische Untersuchung (Sichtungen, Beobachtungen, vermessen, wiegen)",Beobachtung,no,viel Schwankungen zwischen Jahren,gering,Tab. 8 Besetzte Reviere,Andere direkte Treiber,Andere direkte Treiber,,,,"Nahrungsangebot, Witterung",,,,,,,Literatur,D,Vögel,
263,FN348QUV,non_Sys,Geiler,1974,"Verzeichnis der in Fichtenbaumhölzern des Tharandter Waldes vorkommenden Staphyliniden (Coleoptera, Staphylinidae)",Hercynia,,Geiler_1974.pdf,,Emilia Schlotfeldt,Emilia Schlotfeldt,Wald,Fichtenbaumholz,,Deutschland,Sachsen,"Tharandt, Hainsberg",D16,,1359733357,5097977356,2,,Lössböden,Abundanz,,,Zeit,Wirbellose,Arthropoden,Arthropoden,Coleoptera,,,73,1964,1966,2,3,"faunistische Untersuchung, Fang mittels Glas-Bodenfallen 1L, 20 cm Hlhe, unverdünntes Äthylenglykol als Fangflüssigkeit, 1964 9 Fangbehälter an 9 Fangstellen, 1965 50 an 5 Standorten",Beobachtung,positive,Zunahme in Artenzahlen und Individuenzahlen,gering,"Tabelle 2. Individuen- und Prozentanteile der Coleopterenfamilien in Fichtenbaumholz-




Bodenfallen (1964 und 1965 a: April bis September, 1965 b: September 1965 bis April 1966)",,,,,,keine Informationen zu Treibern,,,,,,,Literatur,D,Kurzflügler,
